mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Data_processing__max_df,param_Data_processing__min_df,param_Data_processing__ngram_range,param_Data_processing__preprocessor,param_Data_processing__stop_words,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.379519081115722,0.25473146992069545,1.7279776096343995,0.04925838055388605,1000,4,"(1, 3)",,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.8016629755005071,0.8001822893752522,0.7814338146791093,0.7964022495194777,0.7877044766731649,0.7934771611495022,0.007731604275366181,1
6.540364599227905,0.15570715710894129,1.2218668460845947,0.022467799543475803,1000,4,"(1, 2)",,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.7941630460587809,0.8005713975020712,0.7839930047697393,0.7974297071823429,0.7904611614471009,0.7933236633920069,0.005750633292247269,2
9.753959321975708,0.16717850564697576,1.7843204498291017,0.05737632221775789,500,4,"(1, 3)",,,"{'Data_processing__max_df': 500, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.8000948178683432,0.7997057097415243,0.7824757943616468,0.7953747918566125,0.7865891422952651,0.7928480512246784,0.007108940550628691,3
5.86055850982666,0.11914071314058396,1.1489672660827637,0.05659922752477918,500,4,"(1, 2)",,,"{'Data_processing__max_df': 500, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.7963579271805412,0.7986024066182,0.7818607959969386,0.7938833762451665,0.7848967767443061,0.7911202565570304,0.006565362204059977,4
6.349592018127441,0.10281577138403801,1.2380100250244142,0.02859271568350722,1000,6,"(1, 2)",,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.7945548520019458,0.7980293281690212,0.7811871720077896,0.7949593605188117,0.7857097530088832,0.7908880931412904,0.006355165673498253,5
6.459555339813233,0.2428123569117253,1.2503953456878663,0.021753136724435785,500,6,"(1, 2)",,,"{'Data_processing__max_df': 500, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.7974783510614454,0.7953082690976344,0.7814247873705671,0.797465946606419,0.7820878325433761,0.7907530373358884,0.0073911454253918684,6
9.484617471694946,0.32335841203451043,1.7156660079956054,0.06074360568031171,500,6,"(1, 3)",,,"{'Data_processing__max_df': 500, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.797026570585667,0.7936030416426629,0.7835321969854185,0.7951848848317324,0.7841439921411776,0.7906981372373316,0.005708344065659072,7
9.499417352676392,0.1614590332576006,1.7462617874145507,0.03417630105779387,1000,6,"(1, 3)",,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.7958461721721489,0.7921471546753572,0.782892399462761,0.7973657827046804,0.7840935991222905,0.7904690216274476,0.005955609245223956,8
9.906199979782105,0.22579708241390026,1.7229197025299072,0.020169063711859586,5000,4,"(1, 3)",,,"{'Data_processing__max_df': 5000, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': None, 'Data_processing__stop_words': None}",0.7898711315388842,0.7942009192497912,0.7794999991699026,0.7943712864311196,0.7844961211373518,0.7884878915054099,0.005759909967284567,9
68.34659943580627,0.6414448902213126,15.900446891784668,0.2707008218501966,1000,4,"(1, 3)",<function stemmer at 0x000002A9064825C0>,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': <function stemmer at 0x000002A9064825C0>, 'Data_processing__stop_words': None}",0.7899874489282613,0.7930493667187415,0.7726425650671798,0.8005747603765292,0.7813123399749466,0.7875132962131316,0.009663972862913617,10
62.70917301177978,0.6179928925911778,15.18434910774231,0.10000838862389834,1000,4,"(1, 2)",<function stemmer at 0x000002A9064825C0>,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': <function stemmer at 0x000002A9064825C0>, 'Data_processing__stop_words': None}",0.7849971112612666,0.794089997493106,0.7756535356335884,0.8009127357778925,0.7817381920913444,0.7874783144514396,0.008979184785836659,11
72.38415274620056,0.9933380842018371,18.845662355422974,1.4274049922468248,500,4,"(1, 2)",<function stemmer at 0x000002A9064825C0>,,"{'Data_processing__max_df': 500, 'Data_processing__min_df': 4, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': <function stemmer at 0x000002A9064825C0>, 'Data_processing__stop_words': None}",0.7873421362388954,0.7942401413489746,0.7751638819667994,0.7955615882013145,0.7849840313233051,0.7874583558158578,0.007334096618120088,12
66.59787006378174,0.3025267431999592,16.089794158935547,0.24477538465925924,1000,6,"(1, 3)",<function stemmer at 0x000002A9064825C0>,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 3), 'Data_processing__preprocessor': <function stemmer at 0x000002A9064825C0>, 'Data_processing__stop_words': None}",0.7909067817292256,0.7927896500143607,0.7735997710591545,0.7938175853593972,0.7783657481761305,0.7858959072676537,0.008285937452313213,13
61.837053060531616,0.5525974247648057,15.011181974411011,0.24134660109530903,500,6,"(1, 2)",<function stemmer at 0x000002A9064825C0>,,"{'Data_processing__max_df': 500, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': <function stemmer at 0x000002A9064825C0>, 'Data_processing__stop_words': None}",0.7870066731524938,0.789175406208132,0.778077004809584,0.7903462218145157,0.7825511683559215,0.7854312948681293,0.004539546328545185,14
63.12776775360108,0.30536176025021006,15.393390703201295,0.18440718678901247,1000,6,"(1, 2)",<function stemmer at 0x000002A9064825C0>,,"{'Data_processing__max_df': 1000, 'Data_processing__min_df': 6, 'Data_processing__ngram_range': (1, 2), 'Data_processing__preprocessor': <function stemmer at 0x000002A9064825C0>, 'Data_processing__stop_words': None}",0.7869687999614835,0.7872456374234442,0.7763717773546126,0.796349367956448,0.7795935336424726,0.7853058232676922,0.006941695453920456,15
